GPT_processed_sentence,tagged_sentence,original_passage
"<Other_Finding>Klare Liquor</Other_Finding>, <Other_Finding>Zellzahl von 0</Other_Finding>, <Diagnosis_or_Pathology>Gesamteinweiss von 1.030 mg/l</Diagnosis_or_Pathology>, <Diagnosis_or_Pathology>Albumin von 601</Diagnosis_or_Pathology>, <Diagnosis_or_Pathology>lgG von 127</Diagnosis_or_Pathology>, <Diagnosis_or_Pathology>lgA von 15,6</Diagnosis_or_Pathology>, <Diagnosis_or_Pathology>lgM von 32 mg/l</Diagnosis_or_Pathology>. <Diagnosis_or_Pathology>7 oligoklonale Banden im <Nutrient_or_Body_Substance>Liquor</Nutrient_or_Body_Substance></Diagnosis_or_Pathology>. <Diagnosis_or_Pathology>Erregerspezifische Antikörper im <Nutrient_or_Body_Substance>Serum</Nutrient_or_Body_Substance> und im <Nutrient_or_Body_Substance>Liquor</Nutrient_or_Body_Substance>: keine.","<Other_Finding>Liquor klar</Other_Finding>, <Other_Finding>Zellzahl 0</Other_Finding>, <Diagnosis_or_Pathology>Gesamteinweiss 1.030 mg/l</Diagnosis_or_Pathology>, <Diagnosis_or_Pathology>Albumin 601</Diagnosis_or_Pathology>, <Diagnosis_or_Pathology>lgG 127</Diagnosis_or_Pathology>, <Diagnosis_or_Pathology>lgA 15,6</Diagnosis_or_Pathology>, <Diagnosis_or_Pathology>lgM 32 mg/l</Diagnosis_or_Pathology>. <Diagnosis_or_Pathology>7 oligoklonale Banden im <Nutrient_or_Body_Substance>Liquor</Diagnosis_or_Pathology></Nutrient_or_Body_Substance>. <Diagnosis_or_Pathology>Erregerspezifische Antikörper in <Nutrient_or_Body_Substance>Serum</Nutrient_or_Body_Substance> und <Nutrient_or_Body_Substance>Liquor</Diagnosis_or_Pathology></Nutrient_or_Body_Substance>: keine.","{'id': 52, 'type': 'sentence', 'text': 'Liquor klar, Zellzahl 0, Gesamteinweiss 1.030 mg/l, Albumin 601, lgG 127, lgA 15,6, lgM 32 mg/l. 7 oligoklonale Banden im Liquor. Erregerspezifische Antikörper in Serum und Liquor: keine.', 'offsets': [[4439, 4626]], 'document_id': 'Theodor.tsv'}"
"<Diagnostic>Das Blutbild</Diagnostic> zeigte <Diagnosis_or_Pathology>Leukozyten 12,96 Tsd/pl</Diagnosis_or_Pathology>, <Other_Finding>Thrombozyten 369 Tsd/ul</Other_Finding> und <Diagnosis_or_Pathology>Erythrozyten 4,02 Mio/ul</Diagnosis_or_Pathology>.

<Therapeutic>Antibiotikum</Therapeutic>: <Therapeutic>Clarithromycin 500mg 2x täglich</Therapeutic>; <Therapeutic>Ceftriaxon 1g 1x täglich i.v.</Therapeutic>; <Therapeutic>Metronidazol 500mg 3x täglich i.v.</Therapeutic>","<Diagnostic>Blutbild</Diagnostic>: <Diagnosis_or_Pathology>Leukozyten 12,96 Tsd/pl</Diagnosis_or_Pathology>; <Other_Finding>Thrombozyten 369 Tsd/ul</Other_Finding>; <Diagnosis_or_Pathology>Erythrozyten 4,02 Mio/ul</Diagnosis_or_Pathology>;","{'id': 50, 'type': 'sentence', 'text': 'Blutbild: Leukozyten 12,96 Tsd/pl; Thrombozyten 369 Tsd/ul; Erythrozyten 4,02 Mio/ul;', 'offsets': [[4800, 4885]], 'document_id': 'Obradovic.tsv'}"
Die <Other_Finding>körperliche Untersuchungsbefunde</Other_Finding> zeigen bei einem <Other_Finding>49-jährigen</Other_Finding> Patienten einen <Other_Finding>Ruheblutdruck</Other_Finding> von <Other_Finding>140/80 mmHg rechts</Other_Finding> und <Other_Finding>125/80 mmHg links</Other_Finding>. Das <Other_Finding>Gewicht</Other_Finding> beträgt <Other_Finding>91 kg</Other_Finding> und die <Other_Finding>Größe</Other_Finding> beträgt <Other_Finding>175 cm</Other_Finding>. Es gibt keine Anzeichen einer <Diagnosis_or_Pathology>kardialen Insuffizienz</Diagnosis_or_Pathology>. Der <Other_Finding>Herzspitzenstoß</Other_Finding> ist nicht tastbar. Die <Other_Finding>1. und 2. Herzton</Other_Finding> sind unter <Therapeutic>Beta-Blocker-Therapie</Therapeutic> normal laut. Es gibt keine <Diagnosis_or_Pathology>Extrasystolen</Diagnosis_or_Pathology> oder <Diagnosis_or_Pathology>Herzgeräusche</Diagnosis_or_Pathology>. Der <Other_Finding>Lungenbefund</Other_Finding> ist unauffällig und die <Other_Finding>arteriellen Pulse</Other_Finding> sind regelmäßig.,"<Other_Finding>Körperl. Untersuchungsbefund</Other_Finding>: <Other_Finding>49jähr.</Other_Finding> Pat., <Other_Finding>RR in Ruhe re. 140/80, li. 125/80mmHg</Other_Finding>. <Other_Finding>Gewicht 91kg</Other_Finding>. <Other_Finding>Größe 175cm</Other_Finding>. Keine <Diagnosis_or_Pathology>card. Insuff.-zeichen</Diagnosis_or_Pathology>. <Other_Finding>Herzspitzenstoß nicht tastbar</Other_Finding>. <Other_Finding>Normal lauter 1. u. 2. HAT</Other_Finding> unter <Therapeutic>Beta-Blocker-Therapie</Therapeutic>. Keine <Diagnosis_or_Pathology>Extrasystolen</Diagnosis_or_Pathology>. Kein <Diagnosis_or_Pathology>Herzgeräusch</Diagnosis_or_Pathology>. <Other_Finding>Unauffälliger physikalischer Lungenbefund</Other_Finding>. <Other_Finding>Art. Pulse regelr.</Other_Finding>","{'id': 11, 'type': 'sentence', 'text': 'Körperl. Untersuchungsbefund: 49jähr. Pat., RR in Ruhe re. 140/80, li. 125/80mmHg. Gewicht 91kg. Größe 175cm. Keine card. Insuff.-zeichen. Herzspitzenstoß nicht tastbar. Normal lauter 1. u. 2. HAT unter Beta-Blocker-Therapie. Keine Extrasystolen. Kein Herzgeräusch. Unauffälliger physikalischer Lungenbefund. Art. Pulse regelr.', 'offsets': [[1176, 1503]], 'document_id': 'Queisser.tsv'}"
In unserer Ambulanz ist die <Therapeutic>Entfernung</Therapeutic> der Sekundärnähte in zwei Wochen vorgesehen.,<Therapeutic>Entfernung der Sekundärnähte</Therapeutic> in unserer Ambulanz in zwei Wochen vorgesehen.,"{'id': 79, 'type': 'sentence', 'text': 'Entfernung der Sekundärnähte in unserer Ambulanz in zwei Wochen vorgesehen.', 'offsets': [[9814, 9889]], 'document_id': 'Colon_Fake_J.tsv'}"
"<Other_Finding>FERNVISUS - für die Ferne: beidseits 1,0 dpt Myopie</Other_Finding> wurden bei der augenärztlichen Untersuchung festgestellt.","<Other_Finding>BINOKULARVISUS - Nähe: für die mittlere Computer + Lesedistanz eine Addition +0,5 sph. I +1,0 sph.</Other_Finding> und","{'id': 29, 'type': 'sentence', 'text': 'BINOKULARVISUS - Nähe: für die mittlere Computer + Lesedistanz eine Addition +0,5 sph. I +1,0 sph. und', 'offsets': [[2016, 2118]], 'document_id': 'Schielaug.tsv'}"
Intensivmedizinischer <Diagnosis_or_Pathology>Verlauf einer Krankheit</Diagnosis_or_Pathology>:,Intensivmedizinischer  <Diagnosis_or_Pathology>Krankheitsverlauf</Diagnosis_or_Pathology>:,"{'id': 31, 'type': 'sentence', 'text': 'Intensivmedizinischer  Krankheitsverlauf:', 'offsets': [[3610, 3651]], 'document_id': 'Albers.tsv'}"
Die <Other_Finding>Einsehbarkeit der Lungenabschnitte ohne rezenten umschriebenen pneumonischen Infiltraten</Other_Finding>.,Die <Other_Finding>einsehbaren Lungenabschnitte frei von rezenten umschriebenen pneumonischen Infiltraten</Other_Finding>.,"{'id': 30, 'type': 'sentence', 'text': 'Die einsehbaren Lungenabschnitte frei von rezenten umschriebenen pneumonischen Infiltraten.', 'offsets': [[1964, 2055]], 'document_id': 'Ypsilanti.tsv'}"
<Therapeutic>Therapieverlauf</Therapeutic>,Zusammenfassung von <Therapeutic>Therapie</Therapeutic> und Verlauf,"{'id': 36, 'type': 'sentence', 'text': 'Zusammenfassung von Therapie und Verlauf', 'offsets': [[1298, 1338]], 'document_id': 'Colon_Fake_C.tsv'}"
Die <Therapeutic>Abdominoperineale Rectumamputation</Therapeutic> und die <Therapeutic>Anus praeter-Anlage</Therapeutic> wurden im Dezember 2017 durchgeführt.,- <Therapeutic>Abdominoperineale Rectumamputation</Therapeutic> und <Therapeutic>Anus praeter-Anlage</Therapeutic> 12/17,"{'id': 6, 'type': 'sentence', 'text': '- Abdominoperineale Rectumamputation und Anus praeter-Anlage 12/17', 'offsets': [[316, 382]], 'document_id': 'Xavier.tsv'}"
"<Other_Finding>aktiven/passiven Bewegungsumfang</Other_Finding>, <Diagnosis_or_Pathology>vermehrter Kallus</Diagnosis_or_Pathology> im Bereich","<Other_Finding>Beweglichkeit aktiv/passiv soweit frei</Other_Finding>, <Diagnosis_or_Pathology>vermehrte Kallusformationen</Diagnosis_or_Pathology> im","{'id': 12, 'type': 'sentence', 'text': 'Beweglichkeit aktiv/passiv soweit frei, vermehrte Kallusformationen im', 'offsets': [[578, 648]], 'document_id': 'Recklinghausen.tsv'}"
Die <Therapeutic>Medikation bei Entlassung</Therapeutic> wurde besprochen.,<Therapeutic>Medikation bei Entlassung</Therapeutic>:,"{'id': 27, 'type': 'sentence', 'text': 'Medikation bei Entlassung:', 'offsets': [[2402, 2428]], 'document_id': 'Vogler.tsv'}"
"Eine <Other_Finding>regelmäßige Herzaktion</Other_Finding>, <Other_Finding>reiner Blutdruck</Other_Finding>. <Other_Finding>Herzfrequenz von 70/min</Other_Finding>, keine <Diagnosis_or_Pathology>Herzgeräusche</Diagnosis_or_Pathology>.","Cor: <Other_Finding>regelmäßige Herzaktion</Other_Finding>, <Other_Finding>HT rein</Other_Finding>. <Other_Finding>HF 70/min</Other_Finding>, kein <Diagnosis_or_Pathology>Herzgeräusch</Diagnosis_or_Pathology>.","{'id': 19, 'type': 'sentence', 'text': 'Cor: regelmäßige Herzaktion, HT rein. HF 70/min, kein Herzgeräusch.', 'offsets': [[1100, 1167]], 'document_id': 'Fabry.tsv'}"
"<External_Substance>Opiate</External_Substance>: (<External_Substance>Heroin</External_Substance>, <External_Substance>Morphium</External_Substance>, <External_Substance>Metadon</External_Substance>, <External_Substance>Opium</External_Substance>, <External_Substance>Subutex</External_Substance>, <External_Substance>Tilidin</External_Substance>, <External_Substance>Tramadol</External_Substance>, <External_Substance>Codein</External_Substance>) sei seit Dezember 2016 <Other_Finding>Abstinenz</Other_Finding>, vorher <External_Substance>regelmäßiger Konsum von 32 mg Subutex nasal</External_Substance>, <External_Substance>immer wieder Konsum von Heroin</External_Substance> und <External_Substance>gelegentlichem Konsum von Kokain. Morphium, Methadon, Opium, Tilidin, Tramadol</External_Substance> und <External_Substance>Codein waren nur eine Nebensache</External_Substance>).","<External_Substance>Opiate</External_Substance>: (<External_Substance>Heroin</External_Substance>, <External_Substance>Morphium</External_Substance>, <External_Substance>Metadon</External_Substance>, <External_Substance>Opium</External_Substance>, <External_Substance>Subutex</External_Substance>, <External_Substance>Tilidin</External_Substance>, <External_Substance>Tramadol</External_Substance>, <External_Substance>Codein</External_Substance>) sei seit Dezember 2016 <Other_Finding>clean</Other_Finding>, vorher <External_Substance>regelmäßig 32 mg Subutex nasal</External_Substance>, <External_Substance>immer wieder Heroin</External_Substance> und <External_Substance>gelegentlich Kokain. Morphium, Methadon, Opium, Tilidin, Tramadol</External_Substance> und <External_Substance>Codein war nur eine Nebensache</External_Substance>).","{'id': 15, 'type': 'sentence', 'text': 'Opiate: (Heroin, Morphium, Metadon, Opium, Subutex, Tilidin, Tramadol, Codein) sei seit Dezember 2016 clean, vorher regelmäßig 32 mg Subutex nasal, immer wieder Heroin und gelegentlich Kokain. Morphium, Methadon, Opium, Tilidin, Tramadol und Codein war nur eine Nebensache).', 'offsets': [[1437, 1711]], 'document_id': 'Neubauer.tsv'}"
<Other_Finding>Zustand nach <Therapeutic>Port-a-cath-Implantation</Other_Finding> im April 2023</Therapeutic>,<Other_Finding>Z.n. <Therapeutic>Port-a-cath Implantation</Other_Finding></Therapeutic> April 2023,"{'id': 9, 'type': 'sentence', 'text': 'Z.n. Port-a-cath Implantation April 2023', 'offsets': [[423, 463]], 'document_id': 'Colon_Fake_G.tsv'}"
"Orthopädische Vorstellung in Belgrad, unter <Therapeutic>physiotherapeutischer Behandlung mit Magnettherapie</Therapeutic> <Diagnosis_or_Pathology>Verschlechterung der Schmerzen</Diagnosis_or_Pathology>: <Diagnostic>Bildgebung mit CT und PET-CT</Diagnostic>: <Diagnosis_or_Pathology>lytische Veränderung des Os pupis links</Diagnosis_or_Pathology>, <Diagnosis_or_Pathology>PET-positiver Herd im Wirbelbogen Th10</Diagnosis_or_Pathology>","Orthopädische Vorstellung in Belgrad, unter <Therapeutic>physiotherapeutische Behandlung mit Magnettherapie</Therapeutic> <Diagnosis_or_Pathology>Verschlechterung der Schmerzen</Diagnosis_or_Pathology>: <Diagnostic>Bildgebung mit CT und PET-CT</Diagnostic>: <Diagnosis_or_Pathology>lytische Veränderung Os pupis links</Diagnosis_or_Pathology>, <Diagnosis_or_Pathology>PET pos. Herd Wirbelbogen Th10</Diagnosis_or_Pathology>","{'id': 16, 'type': 'sentence', 'text': 'Orthopädische Vorstellung in Belgrad, unter physiotherapeutische Behandlung mit Magnettherapie Verschlechterung der Schmerzen: Bildgebung mit CT und PET-CT: lytische Veränderung Os pupis links, PET pos. Herd Wirbelbogen Th10', 'offsets': [[1217, 1441]], 'document_id': 'Obradovic.tsv'}"
• <Other_Finding>Die Aneurysmablutung</Other_Finding> trat auf.,• <Other_Finding>St.p.  Aneurysmablutung</Other_Finding>,"{'id': 12, 'type': 'sentence', 'text': '• St.p.  Aneurysmablutung', 'offsets': [[445, 470]], 'document_id': 'Albers.tsv'}"
<Diagnostic>CT des Schädels</Diagnostic>: <Diagnosis_or_Pathology>Insuspekte Stammganglienverkalkungen beidseits</Diagnosis_or_Pathology>. <Other_Finding>Cavum septi pellucidi et vergae als Normvariante</Other_Finding>. <Diagnosis_or_Pathology>Insuspekte Faxverkalkungen</Diagnosis_or_Pathology>. <Diagnosis_or_Pathology>7mm großes Osteom in der linken Stirnhöhle</Diagnosis_or_Pathology>. <Diagnosis_or_Pathology>Mäßige Schleimhautschwellung in beiden Kieferhöhlen</Diagnosis_or_Pathology>.,<Diagnostic>CT Schädel</Diagnostic>: <Diagnosis_or_Pathology>Insuspekte Stammganglienverkalkungen bds.</Diagnosis_or_Pathology> <Other_Finding>Cavum septi  peluciti et vergae als Normvariante</Other_Finding>. <Diagnosis_or_Pathology>Insuspekte Faxverkalkungen</Diagnosis_or_Pathology>. <Diagnosis_or_Pathology>7mm  gr.  Osteom in der li Stirnhöhle</Diagnosis_or_Pathology>. <Diagnosis_or_Pathology>Mäßige Schleimhautschwellung in bd. Kieferhöhlen</Diagnosis_or_Pathology>.,"{'id': 33, 'type': 'sentence', 'text': 'CT Schädel: Insuspekte Stammganglienverkalkungen bds. Cavum septi  peluciti et vergae als Normvariante. Insuspekte Faxverkalkungen. 7mm  gr.  Osteom in der li Stirnhöhle. Mäßige Schleimhautschwellung in bd. Kieferhöhlen.', 'offsets': [[2198, 2418]], 'document_id': 'Ypsilanti.tsv'}"
<Diagnosis_or_Pathology>Pleuraerguss links bis über Hilushöhe reichend</Diagnosis_or_Pathology>. Der <Diagnosis_or_Pathology>ergussbedingte Herzschatten</Diagnosis_or_Pathology> ist nicht abgrenzbar. Der <Diagnosis_or_Pathology>rechte Hilus</Diagnosis_or_Pathology> und das <Diagnosis_or_Pathology>obere Mediastinum</Diagnosis_or_Pathology> sind verbreitert - <Diagnosis_or_Pathology>Lymphadenopathie</Diagnosis_or_Pathology>?,<Diagnosis_or_Pathology>Pleuraerguss links bis über Hilushöhe reichend</Diagnosis_or_Pathology>. Der <Diagnosis_or_Pathology>Herzschatten ergussbedingt nicht abgrenzbar</Diagnosis_or_Pathology>. Der <Diagnosis_or_Pathology>rechte Hilus</Diagnosis_or_Pathology> und das <Diagnosis_or_Pathology>obere Mediastinum verbreitert</Diagnosis_or_Pathology> - <Diagnosis_or_Pathology>Lymphadenopathie</Diagnosis_or_Pathology>?,"{'id': 27, 'type': 'sentence', 'text': 'Pleuraerguss links bis über Hilushöhe reichend. Der Herzschatten ergussbedingt nicht abgrenzbar. Der rechte Hilus und das obere Mediastinum verbreitert - Lymphadenopathie?', 'offsets': [[1709, 1880]], 'document_id': 'Ypsilanti.tsv'}"
"Eine <Diagnostic>Abdomenübersicht im Stehen</Diagnostic> wurde durchgeführt. 

<Therapeutic>intravenöse Antibiose</Therapeutic>: Eine <Therapeutic>intravenöse Antibiose</Therapeutic> wurde verabreicht.

<Diagnostic>CT-Untersuchung des Kopfes</Diagnostic>: Eine <Diagnostic>CT-Untersuchung des Kopfes</Diagnostic> wurde durchgeführt.

<Therapeutic>chirurgische Entfernung des Tumors</Therapeutic>: Eine <Therapeutic>chirurgische Entfernung des Tumors</Therapeutic> wurde durchgeführt.

<Diagnostic>Blutbild</Diagnostic>: Ein <Diagnostic>Blutbild</Diagnostic> wurde erstellt.

<Therapeutic>physiotherapeutische Maßnahmen</Therapeutic>: <Therapeutic>Physiotherapeutische Maßnahmen</Therapeutic> wurden durchgeführt.

<Diagnostic>Ultraschalluntersuchung des Herzens</Diagnostic>: Eine <Diagnostic>Ultraschalluntersuchung des Herzens</Diagnostic> wurde durchgeführt.

<Therapeutic>medikamentöse Therapie</Therapeutic>: Eine <Therapeutic>medikamentöse Therapie</Therapeutic> wurde eingeleitet.

<Diagnostic>MRT-Untersuchung der Wirbelsäule</Diagnostic>: Eine <Diagnostic>MRT-Untersuchung der Wirbelsäule</Diagnostic> wurde durchgeführt.

<Therapeutic>Bestrahlung des Tumors</Therapeutic>: Eine <Therapeutic>Bestrahlung des Tumors</Therapeutic> wurde durchgeführt.",<Diagnostic>Abdomenübersicht im Stehen</Diagnostic>:,"{'id': 41, 'type': 'sentence', 'text': 'Abdomenübersicht im Stehen:', 'offsets': [[3660, 3687]], 'document_id': 'Colon_Fake_K.tsv'}"
"Der Pat. stellte sich am 05.11.51 mit dem <Diagnosis_or_Pathology>Bild einer hepatischen Encephalopathie Grad I - II</Diagnosis_or_Pathology> sowie <Diagnosis_or_Pathology>prallem Aszites</Diagnosis_or_Pathology> bei <Diagnosis_or_Pathology>erneuter Dekompensation einer vorbekannten kryptogenen Leberzirrhose, im Child-Stadium C</Diagnosis_or_Pathology>, in unserer Notaufnahme vor. Bei fehlendem <Other_Finding>klinischen sowie anamnestischen Hinweis auf eine auslösende Ursache</Other_Finding> und <Diagnostic>Ausschluß einer <Diagnosis_or_Pathology>signifikanten TIPS-Dysfunktion</Diagnostic></Diagnostic> sind als <Diagnosis_or_Pathology>mögliche Auslöser der Dekompensation</Diagnosis_or_Pathology> zu diskutieren:","Der Pat. stellte sich am 05.11.51 mit dem <Diagnosis_or_Pathology>Bild einer hepatischen Encephalopathie Grad I - II</Diagnosis_or_Pathology> sowie <Diagnosis_or_Pathology>prallem Aszites</Diagnosis_or_Pathology> bei <Diagnosis_or_Pathology>erneuter Dekompensation einer vorbekannten kryptogenen Leberzirrhose, im Child-Stadium C</Diagnosis_or_Pathology>, in unserer Notaufnahme vor. Bei fehlendem <Other_Finding>klinischen sowie anamnestischen Hinweis auf eine auslösende Ursache</Other_Finding> und <Diagnostic>Ausschluß einer <Diagnosis_or_Pathology>signifikanten TIPS-Dysfunktion</Diagnostic></Diagnosis_or_Pathology> sind als <Diagnosis_or_Pathology>mögliche Auslöser der Dekompensation</Diagnosis_or_Pathology> zu diskutieren:","{'id': 46, 'type': 'sentence', 'text': 'Der Pat. stellte sich am 05.11.51 mit dem Bild einer hepatischen Encephalopathie Grad I - II sowie prallem Aszites bei erneuter Dekompensation einer vorbekannten kryptogenen Leberzirrhose, im Child-Stadium C, in unserer Notaufnahme vor. Bei fehlendem klinischen sowie anamnestischen Hinweis auf eine auslösende Ursache und Ausschluß einer signifikanten TIPS-Dysfunktion sind als mögliche Auslöser der Dekompensation zu diskutieren:', 'offsets': [[3779, 4210]], 'document_id': 'Osler.tsv'}"
"Eine <Diagnosis_or_Pathology>geringe Dysarthrie</Diagnosis_or_Pathology>, kein <Other_Finding>Hinweis auf eine aphasische Störung</Other_Finding>.","<Diagnosis_or_Pathology>Geringe Dysarthrie</Diagnosis_or_Pathology>, kein <Other_Finding>Hinweis auf aphasische Störung</Other_Finding>.","{'id': 35, 'type': 'sentence', 'text': 'Geringe Dysarthrie, kein Hinweis auf aphasische Störung.', 'offsets': [[1620, 1676]], 'document_id': 'Colon_Fake_H.tsv'}"
"Aktuelle <Diagnosis_or_Pathology>proximale Humeruskopffraktur links</Diagnosis_or_Pathology>, <Diagnosis_or_Pathology>Schürfwunden und Hämatome der linken Körperhälfte</Diagnosis_or_Pathology>, <Diagnosis_or_Pathology>leichte Schädelprellung</Diagnosis_or_Pathology>","* Aktuell <Diagnosis_or_Pathology>prox. Humeruskopffraktur links</Diagnosis_or_Pathology>, <Diagnosis_or_Pathology>Schürfwunden und Hämatome der linken Körperhälfte</Diagnosis_or_Pathology>, <Diagnosis_or_Pathology>leichte Schädelprellung</Diagnosis_or_Pathology>","{'id': 9, 'type': 'sentence', 'text': '* Aktuell prox. Humeruskopffraktur links, Schürfwunden und Hämatome der linken Körperhälfte, leichte Schädelprellung', 'offsets': [[594, 710]], 'document_id': 'Popovic.tsv'}"
Die <Diagnosis_or_Pathology>Tumoranämie</Diagnosis_or_Pathology> (5/23) wurde diagnostiziert als <Diagnosis_or_Pathology>D63.0</Diagnosis_or_Pathology>.,"<Diagnosis_or_Pathology>Tumoranämie</Diagnosis_or_Pathology>, (5/23), <Diagnosis_or_Pathology>D63.0</Diagnosis_or_Pathology>","{'id': 7, 'type': 'sentence', 'text': 'Tumoranämie, (5/23), D63.0', 'offsets': [[310, 336]], 'document_id': 'Colon_Fake_C.tsv'}"
"Wir berichten Ihnen über die <Diagnostic>Radioonkologische Nachsorgeuntersuchung</Diagnostic> von Herrn Konstantin Tupolev, geb. 21.06.1967, der sich am 15.03.2013 in unserer <Diagnostic>Protonensprechstunde</Diagnostic> vorstellte.","wir berichten Ihnen über die <Diagnostic>radioonkologische Nachsorgeuntersuchung</Diagnostic> von Herrn Konstantin Tupolev, geb. 21.06.1967, der sich am 15.03.2013 in unserer Protonensprechstunde vorstellte.","{'id': 8, 'type': 'sentence', 'text': 'wir berichten Ihnen über die radioonkologische Nachsorgeuntersuchung von Herrn Konstantin Tupolev, geb. 21.06.1967, der sich am 15.03.2013 in unserer Protonensprechstunde vorstellte.', 'offsets': [[496, 678]], 'document_id': 'Tupolev_4.tsv'}"
Linke Koronararterie: <Diagnosis_or_Pathology>Wandunregelmäßigkeiten des Hauptstamms</Diagnosis_or_Pathology> - RIVA: <Diagnosis_or_Pathology>Mittelgroße Stenose im mittleren Segment</Diagnosis_or_Pathology> - <Other_Finding>RCX: unauffällig</Other_Finding> - Rechte Koronararterie: - <Diagnosis_or_Pathology>Proximaler Verschluss</Diagnosis_or_Pathology>. <Therapeutic>Stent aus vorangegangener Intervention am Ostium</Therapeutic> (vor der <Diagnosis_or_Pathology>aktuellen Verschlusslokalisation</Diagnosis_or_Pathology>) - <Therapeutic>Intervention</Therapeutic>: <Therapeutic>Rekanalisation des proximalen RCA-Verschlusses</Therapeutic> mittels PTCA und Stenting unter Verwendung eines Drug-Eluting-Stents.,Linke Koronararterie: <Diagnosis_or_Pathology>Hauptstamm Wandunregelmäßigkeiten</Diagnosis_or_Pathology> - RIVA: <Diagnosis_or_Pathology>Mittelgr. Stenose im mittleren Segment</Diagnosis_or_Pathology> - <Other_Finding>RCX: unauffällig</Other_Finding> - Rechte Koronararterie: - <Diagnosis_or_Pathology>Proximaler Verschluss</Diagnosis_or_Pathology>. <Therapeutic>Stent aus vorangegangener Intervention am Ostium</Therapeutic> (vor der <Diagnosis_or_Pathology>aktuellen Verschlusslokalisation</Diagnosis_or_Pathology>) - <Therapeutic>Intervention</Therapeutic>: <Therapeutic>Rekanalisation des <Diagnosis_or_Pathology>prox. RCA-Verschlusses</Diagnosis_or_Pathology> mittels PTCA und Stenting unter Verwendung eines Drug-Eluting-Stent</Therapeutic>.,"{'id': 31, 'type': 'sentence', 'text': 'Linke Koronararterie: Hauptstamm Wandunregelmäßigkeiten - RIVA: Mittelgr. Stenose im mittleren Segment - RCX: unauffällig - Rechte Koronararterie: - Proximaler Verschluss. Stent aus vorangegangener Intervention am Ostium (vor der aktuellen Verschlusslokalisation) - Intervention: Rekanalisation des prox. RCA-Verschlusses mittels PTCA und Stenting unter Verwendung eines Drug-Eluting-Stent.', 'offsets': [[2221, 2611]], 'document_id': 'Fabry.tsv'}"
Ein <Diagnostic>Magnetresonanztomographie des Schädels</Diagnostic> wurde durchgeführt.,<Diagnostic>MRT des Schädels</Diagnostic>:,"{'id': 22, 'type': 'sentence', 'text': 'MRT des Schädels:', 'offsets': [[1449, 1466]], 'document_id': 'Vogler.tsv'}"
Eine <Diagnostic>Kontroll-Rektoskopie</Diagnostic> vom 23.3.23 ergab einen <Other_Finding>normalen Ruhe- und Kneiftonus</Other_Finding>. Die <Other_Finding>Anastomose</Other_Finding> war unauffällig und es gab keinen <Other_Finding>Anhalt für ein Rezidiv</Other_Finding>.,"<Diagnostic>Kontroll-Rektoskopie</Diagnostic> vom 23.3.23: <Other_Finding>Normaler Ruhe- und Kneiftonus</Other_Finding>. <Other_Finding>Anastomose unauffällig</Other_Finding>, kein <Other_Finding>Anhalt für Rezidiv</Other_Finding>.","{'id': 23, 'type': 'sentence', 'text': 'Kontroll-Rektoskopie vom 23.3.23: Normaler Ruhe- und Kneiftonus. Anastomose unauffällig, kein Anhalt für Rezidiv.', 'offsets': [[2660, 2773]], 'document_id': 'Jadassohn.tsv'}"
<Therapeutic>Die endständige Sigmoideostomie</Therapeutic> wurde am 23. März durchgeführt.,<Therapeutic>endständige Sigmoideostomie</Therapeutic> (03/23),"{'id': 18, 'type': 'sentence', 'text': 'endständige Sigmoideostomie (03/23)', 'offsets': [[724, 759]], 'document_id': 'Colon_Fake_G.tsv'}"
"<Diagnostic>Schulter re. ap. axiale Y-Aufnahme</Diagnostic>: <Other_Finding>Z.n. lateraler Claviculafraktur</Other_Finding>, <Diagnosis_or_Pathology>im <Diagnostic>axialen Röntgen</Diagnostic> Verschiebung um Schaftbreite nach ventral</Diagnosis_or_Pathology>, die <Diagnosis_or_Pathology>Fraktur soweit knöchern gut überbaut</Diagnosis_or_Pathology>, das <Other_Finding>AC-Gelenk soweit kongruent</Other_Finding>. <Diagnostic>Kontrolle</Diagnostic> am:","<Diagnostic>Schulter re. ap. axial</Diagnostic>/<Diagnostic>Y-Aufnahme</Diagnostic>: <Other_Finding>Z.n. lateraler Claviculafraktur</Other_Finding>, <Diagnosis_or_Pathology>im <Diagnostic>axialen Röntgen</Diagnostic> Verschiebung um Schaftbreite nach ventral</Diagnosis_or_Pathology>, die <Diagnosis_or_Pathology>Fraktur soweit knöchern gut überbaut</Diagnosis_or_Pathology>, das <Other_Finding>AC-Gelenk soweit kongruent</Other_Finding>. <Diagnostic>Kontrolle</Diagnostic> am:","{'id': 22, 'type': 'sentence', 'text': 'Schulter re. ap. axial/Y-Aufnahme: Z.n. lateraler Claviculafraktur, im axialen Röntgen Verschiebung um Schaftbreite nach ventral, die Fraktur soweit knöchern gut überbaut, das AC-Gelenk soweit kongruent. Kontrolle am:', 'offsets': [[1541, 1758]], 'document_id': 'Recklinghausen.tsv'}"
